 平成２２年４月１日から平成２３年３月３１日までの分 ,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格, 最低制限価格若しくは調査基準価格 , 落札価格 ,応札業者数,入札形式
20110308,有田建設部,道路保全課,国道４８０号（第一大月橋）社会資本整備交付金道路保全工事　　　　　　　　　　　　,有田郡　有田川町　　,東大谷　　　　　　　,地内　　　　　　　　,ホリベ塗装　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,074,350 "," 9,189,444 "," 9,207,450 ",33,一般競争入札
20110308,有田建設部,河川課,有田川総合流域防災測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,辻堂　　　　　　　　,地内　　　　　　　　,（有）植田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,344,000 "," 953,014 "," 1,144,500 ",7,一般競争入札
20110308,有田建設部,河川課,有田川総合流域防災堤防強化設計業務　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,辻堂　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,717,000 "," 2,898,443 "," 2,907,450 ",17,一般競争入札
20110308,有田建設部,砂防課,清水地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,清水　　　　　　　　,地内　　　　　　　　,小堀建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,685,800 "," 15,730,999 "," 15,738,450 ",25,一般競争入札
20110308,有田建設部,砂防課,日物川地区地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,日物川　　　　　　　,地内　　　　　　　　,（株）西浦組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,780,250 "," 4,780,065 "," 4,794,419 ",17,一般競争入札
20110308,日高建設部,砂防課,桃そげ谷川　通常砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,山野　　　　　　　　,地内　　　　　　　　,（株）古部組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 95,880,750 "," 83,307,090 "," 84,156,450 ",16,一般競争入札（総合評価）
20110304,東牟婁串本建設部,道路保全課,すさみ古座線道路維持修繕外合併工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,明神　　　　　　　　,地内　　　　　　　　,（株）関本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,086,200 "," 4,174,800 "," 4,977,000 ",1,一般競争入札
20110303,海草建設部,河川課,築地川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊御殿　　　　　　　,地内　　　　　　　　,（有）静川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 552,300 "," 452,639 "," 455,962 ",8,一般競争入札
20110303,西牟婁建設部,道路保全課,国道４２４号（甲斐ノ川橋）橋梁補修　設計業務　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村甲斐ノ川　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,770,000 "," 6,171,492 "," 6,297,585 ",10,一般競争入札
20110303,西牟婁建設部,道路保全課,国道３７１号（寺野橋）橋梁補修　設計業務　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村広井原　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 13,072,500 "," 10,119,816 "," 10,185,000 ",10,一般競争入札
20110303,西牟婁建設部,道路保全課,南紀白浜空港線社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町外　　　　　　,地内　　　　　　　　,カメイ建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,843,500 "," 6,451,109 "," 6,466,950 ",14,一般競争入札
20110303,西牟婁建設部,道路保全課,国道１６８号　社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大津荷　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,458,650 "," 9,605,673 "," 9,612,750 ",6,一般競争入札
20110303,西牟婁建設部,道路保全課,国道１６８号　社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,351,750 "," 18,022,569 "," 18,289,950 ",6,一般競争入札
20110303,西牟婁建設部,道路保全課,国道１６８号　社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町請川　　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,797,900 "," 14,101,567 "," 14,324,509 ",6,一般競争入札
20110303,西牟婁建設部,道路保全課,国道３１１号　社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町近露外　　　,地内　　　　　　　　,（有）和歌山ライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,262,850 "," 5,930,347 "," 5,974,500 ",14,一般競争入札
20110303,西牟婁建設部,道路保全課,国道３１１号　社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町皆地外　　　　,地内　　　　　　　　,（有）日高ライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,084,600 "," 7,481,241 "," 7,498,050 ",14,一般競争入札
20110303,西牟婁建設部,公共建築課,なぎさホーム電気設備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,（有）光明電設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 49,305,900 "," 43,207,614 "," 43,247,400 ",16,一般競争入札（総合評価）
20110303,西牟婁建設部,公共建築課,なぎさホーム機械設備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,（株）武井工業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 60,303,600 "," 53,654,529 "," 53,760,000 ",7,一般競争入札（総合評価）
20110302,西牟婁建設部,道路保全課,国道１６８号社会資本整備交付金道路保全工事　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大津荷　　　　,外地内　　　　　　　,（株）タイト工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,912,050 "," 1,567,608 "," 1,701,000 ",12,一般競争入札
20110301,海草建設部,道路建設課,秋月海南線小規模改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,且来　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,732,500 "," 1,376,657 "," 1,376,978 ",9,一般競争入札
