入札日,執行課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,西牟婁建設部,西牟婁総合庁舎車庫棟天井設置工事,田辺市,朝日ケ丘,地内,（株）テンコーライフ,"7,398,300","5,989,200","7,140,000",19,指名競争入札
,西牟婁建設部,西牟婁総合庁舎車庫棟天井設置電気設備工事,田辺市,朝日ケ丘,地内,森本電気店,"2,752,050","2,127,300","2,609,250",14,指名競争入札
20060223,海草建設部,地震津波対策基本整備計画検討業務,海草振興局管内,,,三井共同建設コンサルタント（株）関西支社,"9,254,700",0,"7,350,000",15,指名競争入札
,海草建設部,和歌山橋本線外交通安全施設等整備工事,和歌山市,西外,地内,関西建設（株）,"2,236,500",0,"1,669,500",11,指名競争入札
,海草建設部,和歌川河川管理施設耐震点検業務,和歌山市,和歌川町外,地内,内外エンジニアリング（株）和歌山営業所,"7,337,400",0,"5,019,000",15,指名競争入札
,海草建設部,粉河加太線地方特定道路整備工事,和歌山市,中筋日延外,地内,（株）田中建設,"1,432,200",0,"971,250",18,指名競争入札
,海草建設部,高川排水設備検討業務,和歌山市,直川,地内,（株）東京建設コンサルタント関西支店,"3,465,000",0,"2,835,000",15,指名競争入札
,那賀建設部,真国川河川修繕工事,紀の川市,下鞆渕,外地内,（有）森下組,"3,709,650","2,965,200","3,528,000",15,指名競争入札
,那賀建設部,小豆島岩出線道路維持修繕外合併工事,那賀郡　岩出町,吉田,地内,（株）丸善,"1,165,500",0,"1,113,000",15,指名競争入札
,那賀建設部,殿田谷川砂防修繕外合併工事,紀の川市,荒見,地内,（株）岩垣建設,"1,088,850",0,"1,034,250",16,指名競争入札
,那賀建設部,丸田川河川修繕工事,紀の川市,貴志川町鳥居,地内,（株）井上組,"2,018,100",0,"1,921,500",15,指名競争入札
,伊都建設部,紀の川流域下水道（伊都処理区）伊都浄化センター歩道整備工事,伊都郡　かつらぎ町,萩原,・窪・背ノ山地内,谷川建設,"2,788,800","1,935,150","2,698,500",14,指名競争入札
,伊都建設部,中谷川　総合流域防災　建物調査業務,伊都郡　かつらぎ町,大谷,地内,東設計工房,"4,851,000",0,"2,278,500",10,指名競争入札
,伊都建設部,雨量計更新工事,伊都振興局管内,,一円,日本無線（株）関西支社,"871,500",0,"819,000",5,指名競争入札
,伊都建設部,極楽谷川　通常砂防外合併工事,伊都郡　高野町,高野山,外地内,（有）和歌山ライン,"1,572,900",0,"1,470,000",11,指名競争入札
,伊都建設部,四邑川　河川修繕工事,伊都郡　かつらぎ町,東渋田,地内,ハヤ（株）,"3,499,650","2,544,150","3,360,000",14,指名競争入札
,伊都建設部,紀の川流域下水道（伊都処理区）伊都浄化センター場内整備工事,伊都郡　かつらぎ町,萩原,・窪・背ノ山地内,（株）平岡広建設,"2,270,100",0,"2,152,500",15,指名競争入札
,伊都建設部,堂田川　河川修繕工事,伊都郡　かつらぎ町,笠田東,地内,釣野組,"3,524,850","2,433,900","3,412,500",14,指名競争入札
,伊都建設部,市脇川　河川修繕　測量設計業務,橋本市,市脇,地内,西畑測量設計（株）,"1,827,000",0,"1,722,000",13,指名競争入札
,日高建設部,切目川（外）河川台帳整備業務,日高郡　印南町,島田（外）,地内,（株）パスコ和歌山支店,"9,103,500",0,"6,804,000",15,指名競争入札
,日高建設部,白河地区砂防修繕（外）合併工事,日高郡　印南町,印南原,地内,（株）谷口建設,"3,201,450","2,160,900","3,097,500",14,指名競争入札
,東牟婁串本建設部,七川ダム　洪水調節方法検討・水質観測機設置　業務,東牟婁郡　古座川町,佐田　外,地内,（株）日本建設技術社大阪支店,"16,102,800",0,"15,225,000",16,指名競争入札
,東牟婁新宮建設部,佐野川総合流域防災工事,新宮市,三輪崎,地内,（株）協栄ホーム,"31,300,500","23,657,550","30,450,000",12,指名競争入札
,東牟婁新宮建設部,串本漁港維持管理工事,東牟婁郡　串本町,串本,地先,（有）瀬戸工業,"2,011,800",0,"1,401,750",11,指名競争入札
,東牟婁新宮建設部,勝浦漁港維持管理工事,東牟婁郡　那智勝浦町,築地,地先,（有）三栄建設,"1,865,850",0,"1,785,000",12,指名競争入札
,東牟婁新宮建設部,なげり谷川砂防事業全体計画策定業務,新宮市,熊野川町能城山本,地内,西航空測量（株）,"819,000",0,"766,500",15,指名競争入札
,東牟婁新宮建設部,那智川外危険水位設定業務,東牟婁郡　那智勝浦町,川関,外地内,玉野総合コンサルタント（株）和歌山事務所,"2,688,000",0,"2,499,000",11,指名競争入札
,東牟婁新宮建設部,太田川河道計画検討業務,東牟婁郡　那智勝浦町,下里外,地内,パシフィックコンサルタンツ（株）大阪本社,"6,646,500",0,"5,985,000",10,指名競争入札
20060222,和歌山下津港湾事務所,和歌山下津港　港湾修繕　外合併　工事,海南市,下津町　新田　外,地内,（株）石原組,"1,023,750",0,"992,250",17,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾修繕　工事,有田市,港町,地内,木下建設（株）,"714,000",0,"651,000",9,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾施設管理　工事,和歌山市,築港,地内,吉福鉄工（株）,"1,706,250",0,"1,575,000",9,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸補修　工事,和歌山市,西浜,地内,吉福鉄工（株）,"814,800",0,"750,750",9,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾施設管理　工事,和歌山市,西浜,地先,（株）東組,"4,832,100","3,806,250","4,515,000",15,指名競争入札
,海草建設部,日方川河川修繕工事,海南市,大野中,地内,湯川工務店,"1,832,250",0,"1,732,500",17,指名競争入札
,海草建設部,国道３７０号小規模道路改良工事,海草郡　紀美野町,大角,外地内,中田組,"1,960,350",0,"1,879,500",19,指名競争入札
,海草建設部,国道３７０号小規模道路改良工事,海草郡　紀美野町,大角,外地内,（株）中原組,"1,497,300",0,"1,260,000",15,指名競争入札
,海草建設部,小原川河川修繕工事,海南市,下津町下津,地内,武田誠産業（株）,"1,062,600",0,"1,029,000",17,指名競争入札
,海草建設部,日方川外河川修繕工事,海南市,大野中,外地内,田栄建設（株）,"3,405,150",0,"3,276,000",17,指名競争入札
,西牟婁建設部,白浜海岸海岸修繕工事,西牟婁郡　白浜町,,白浜地内,（株）城戸建設,"669,900",0,"630,000",15,指名競争入札
,西牟婁建設部,田辺海岸海岸修繕工事,田辺市,芳養町,地先,（株）目良組,"1,897,350",0,"1,837,500",10,指名競争入札
,西牟婁建設部,岡川河川修繕工事,西牟婁郡　上富田町,岩田,地内,福井組,"2,818,200","1,934,100","2,761,500",15,指名競争入札
,西牟婁建設部,左会津川河川管理施設耐震点検外合併業務,田辺市,下万呂,外地内,（株）ニュ―ジェック和歌山事務所,"9,774,450",0,"6,720,000",15,指名競争入札
,西牟婁建設部,国道３１１号道路維持管理業務,田辺市,中辺路町野中,地内,（株）きんでん和歌山支店,"2,912,700",0,"2,625,000",5,指名競争入札
,西牟婁建設部,上富田南部線小規模道路改良工事,西牟婁郡　上富田町,岡,地内,（株）清本組,"1,150,800",0,"1,102,500",10,指名競争入札
,西牟婁建設部,安宅地区外砂防調査測量設計業務,西牟婁郡　日置川町,安宅,外地内,西航空測量（株）,"871,500",0,"819,000",17,指名競争入札
,西牟婁建設部,小郷谷川砂防修繕工事,西牟婁郡　上富田町,岡,地内,水本建設,"979,650",0,"955,500",15,指名競争入札
,西牟婁建設部,小郷谷川通常砂防工事,西牟婁郡　上富田町,岡,地内,脇田重機,"5,262,600","3,912,300","5,155,500",15,指名競争入札
,西牟婁建設部,富田川広域基幹河川改修測量調査設計業務,西牟婁郡　上富田町,岩崎,地内,日本工営（株）和歌山営業所,"18,944,100",0,"17,640,000",15,指名競争入札
,西牟婁建設部,富田川（馬川工区）広域基幹河川改修調査設計業務,西牟婁郡　上富田町,朝来,地内,（株）サン技研コンサルタンツ,"7,087,500",0,"6,667,500",15,指名競争入札
,西牟婁建設部,白浜海岸補修（津波緊急）工事,西牟婁郡　白浜町,綱不知,地内,重津建設,"1,206,450",0,"1,018,500",15,指名競争入札
20060221,東牟婁串本建設部,佐部川　河川修繕　工事,東牟婁郡　串本町,佐部,地内,丸井建設,"2,567,250","1,774,500","2,142,000",9,指名競争入札
20060220,公共建築課,由良あかつき園重度棟特定天井吹付け材改修工事,日高郡　由良町,吹井,地内,（株）上野山塗工所,"2,786,700","2,308,950","2,719,500",8,指名競争入札
20060217,白浜空港管理事務所,南紀白浜空港　滑走路維持修繕工事,西牟婁郡　白浜町,白浜,地内,（株）北道工務店,"6,644,400","4,846,800","6,510,000",8,指名競争入札
,白浜空港管理事務所,南紀白浜空港風向灯修繕工事,西牟婁郡　白浜町,白浜,地内,元町電気,"793,800",0,"769,650",13,指名競争入札
,有田建設部,湯浅広港海岸保全区域台帳作成業務,有田郡　湯浅町,湯浅,外地内,アジア航測（株）和歌山営業所,"2,179,800",0,"1,554,000",17,指名競争入札
,有田建設部,広川河川調査堤防安全性解析業務,有田郡　広川町,井関,地内,川崎地質（株）和歌山事務所,"5,323,500",0,"4,725,000",15,指名競争入札
,有田建設部,八幡台谷川砂防修繕工事,有田郡　有田川町,小川,地内,（株）有紀地質基礎,"1,551,900",0,"1,501,500",14,指名競争入札
,有田建設部,広川ダム修繕工事,有田郡　広川町,下津木,地内,古川電気水道工事店,"1,142,400",0,"1,092,000",11,指名競争入札
20060216,海草建設部,西脇山口線地方特定道路整備工事,和歌山市,六十谷,地内,（株）柳原重機工業,"28,384,650","20,763,750","20,763,750",19,指名競争入札
,海草建設部,和歌山野上線外交通安全施設等整備工事,和歌山市,森小手穂外,地内,（株）湊組,"822,150",0,"756,000",16,指名競争入札
,海草建設部,和歌山橋本線交通安全施設等整備建物調査業務,和歌山市,西,地内,（株）岡本設計事務所,"147,000",0,"123,900",13,指名競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）那賀浄化センター周辺整備（その４）工事,那賀郡　岩出町,中島,地内,（株）杖村舗装建設,"4,837,350","3,589,950","4,578,000",9,指名競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）那賀浄化センター防音対策工事,那賀郡　岩出町,中島,地内,（株）丸和商会,"4,984,350","4,227,300","4,227,300",18,指名競争入札
,那賀建設部,柘榴川外河川修繕工事,紀の川市,桃山町最上,外地内,山岡建設,"5,391,750","4,216,800","5,118,750",15,指名競争入札
,那賀建設部,泉佐野岩出線道路改良工事,那賀郡　岩出町,根来,地内,（株）中村組,"8,707,650","7,058,100","8,271,900",8,指名競争入札
,那賀建設部,粉河那賀線交通安全施設等整備外合併工事,紀の川市,西野山,地内,（株）小西組,"4,159,050","2,976,750","3,885,000",15,指名競争入札
,那賀建設部,名手川外河川修繕外合併工事,紀の川市,名手市場,外地内,中田組,"892,500",0,"840,000",15,指名競争入札
,那賀建設部,丸田川河川修繕工事,紀の川市,貴志川町北山,外地内,（有）前田商店,"3,087,000","2,455,950","2,940,000",14,指名競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）那賀浄化センター周辺整備（その５）工事,那賀郡　岩出町,中島,地内,司建設工業（株）,"4,692,450","3,482,850","4,441,500",9,指名競争入札
,伊都建設部,紀の川流域下水道（伊都処理区）焼却施設基本計画策定業務,伊都郡　かつらぎ町,萩原,・窪・背ノ山地内,（株）ニュ―ジェック和歌山事務所,"6,174,000",0,"5,670,000",12,指名競争入札
,伊都建設部,山崎谷川　河川修繕工事,伊都郡　かつらぎ町,山崎,地内,福田組,"1,648,500",0,"1,611,750",14,指名競争入札
,伊都建設部,弁天谷川　高速道路関連　河川改修外合併工事,伊都郡　かつらぎ町,中飯降,外　地内,三田建設工業,"3,104,850",0,"3,034,500",15,指名競争入札
