 平成２１年４月１日から平成２２年３月３１日までの分 ,,,,,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名, 工事場所１市区町村 , 工事場所１地名１ , 工事場所１地名２ ,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式,,,,
20100319,公共建築課,公共建築課,紀北農芸高校太陽光発電設備工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,妙寺　　　　　　　　,地内　　　　　　　　,小竹電気温調（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,496,750 "," 23,334,941 "," 23,423,400 ",11,条件付一般競争入札,,,,
20100319,公共建築課,公共建築課,箕島高校宮原校舎太陽光発電設備工事　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,宮原町　新町　　　　,地内　　　　　　　　,（有）匠建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,807,550 "," 23,399,145 "," 23,563,050 ",18,条件付一般競争入札,,,,
20100319,公共建築課,公共建築課,南部高校太陽光発電設備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,芝　　　　　　　　　,地内　　　　　　　　,（有）匠建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 25,887,750 "," 22,701,372 "," 22,754,550 ",15,条件付一般競争入札,,,,
20100319,公共建築課,公共建築課,紀央館高校防災型太陽光発電設備工事　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,湯川町　小松原　　　,地内　　　　　　　　,紀南電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 32,119,500 "," 28,508,634 "," 28,746,900 ",10,条件付一般競争入札（総合評価）,,,,
20100319,公共建築課,公共建築課,和歌山商業高校防災型太陽光発電設備工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,砂山南三丁目　　　　,地内　　　　　　　　,協栄電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,693,200 "," 27,846,766 "," 28,045,500 ",15,条件付一般競争入札（総合評価）,,,,
20100319,白浜空港管理事務所,港湾空港振興課,南紀白浜空港航空灯火設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,タナカ電業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,016,100 "," 6,193,089 "," 6,209,175 ",13,条件付一般競争入札,,,,
20100319,白浜空港管理事務所,港湾空港振興課,南紀白浜空港滑走路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 65,640,750 "," 57,880,070 "," 61,950,000 ",4,条件付一般競争入札（総合評価）,,,,
20100319,白浜空港管理事務所,港湾空港振興課,南紀白浜空港滑走路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 41,467,650 "," 36,034,472 "," 39,375,000 ",4,条件付一般競争入札（総合評価）,,,,
20100319,伊都建設部,道路建設課,和歌山橋本線　道路改良用地調査業務　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,東渋田　　　　　　　,地内　　　　　　　　,東設計工房　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,449,000 "," 1,049,800 "," 1,055,886 ",12,条件付一般競争入札,,,,
20100319,伊都建設部,道路建設課,和歌山橋本線　道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,東渋田　　　　　　　,地内　　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,386,000 "," 981,842 "," 987,386 ",10,条件付一般競争入札,,,,
20100319,伊都建設部,道路建設課,花園美里線　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園梁瀬　　　　　　,地内　　　　　　　　,（株）仲山建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,444,350 "," 8,766,727 "," 8,766,765 ",10,条件付一般競争入札,,,,
20100319,伊都建設部,道路建設課,山田岸上線　地方特定道路整備都市計画決定変更協議資料作成業務　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,～神野々地内　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,853,500 "," 2,775,676 "," 2,826,927 ",4,条件付一般競争入札,,,,
20100319,伊都建設部,道路建設課,国道４８０号（３号橋）道路改築工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,（株）西﨑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 36,055,950 "," 31,206,270 "," 31,368,676 ",3,条件付一般競争入札（総合評価）,,,,
20100319,伊都建設部,道路保全課,国道３７１号地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,北宿　　　　　　　　,地内　　　　　　　　,広門興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,137,050 "," 14,551,034 "," 14,711,550 ",3,条件付一般競争入札,,,,
20100319,伊都建設部,道路保全課,国道４８０号地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,高野山　　　　　　　,地内　　　　　　　　,（株）中西組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,794,100 "," 13,430,821 "," 13,475,700 ",4,条件付一般競争入札,,,,
20100319,日高建設部,道路保全課,田辺龍神線　地方道路交付金　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,（有）カーサ基礎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,096,600 "," 18,088,056 "," 18,118,800 ",16,条件付一般競争入札,,,,
20100319,日高建設部,道路保全課,国道４２５号　地方道路交付金　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,川又　　　　　　　　,地内　　　　　　　　,（株）日邦建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,891,550 "," 22,893,326 "," 22,935,150 ",23,条件付一般競争入札,,,,
20100319,日高建設部,道路保全課,比井紀伊内原停車場線　地方道路交付金　工事　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,志賀　　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,251,600 "," 18,967,333 "," 19,112,100 ",12,条件付一般競争入札,,,,
20100319,日高建設部,道路保全課,御坊由良線（外）（鶴泊里橋外１橋）　橋りょう補修　工事　　　　　　　　　　　　　,日高郡　美浜町　　　,和田（外）　　　　　,地内　　　　　　　　,（有）杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,426,850 "," 14,620,881 "," 14,621,250 ",11,条件付一般競争入札,,,,
20100319,西牟婁建設部,砂防課,本宮地区地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,阿和建設工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 40,667,550 "," 34,591,224 "," 34,740,300 ",11,条件付一般競争入札（総合評価）,,,,
20100319,西牟婁建設部,砂防課,宮ノ平地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下川下　　　　　　　,地内　　　　　　　　,ワシン建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 36,339,450 "," 30,952,213 "," 31,031,175 ",18,条件付一般競争入札（総合評価）,,,,
